h0;h18;0.479453
h0;h19;0.313405
h0;h20;0.298031
h0;h21;0.520888
h0;h22;0.676278
h0;h23;0.592293
h1;h16;0.864619
h1;h17;0.354619
h1;h18;0.569412
h1;h19;0.671916
h1;h20;0.742283
h1;h21;0.668202
h1;h22;0.542691
h1;h23;0.916409
h2;h16;0.641189
h2;h17;0.125107
h2;h18;0.483909
h2;h19;0.004798
h2;h20;0.290685
h2;h21;0.843944
h2;h22;0.753660
h2;h23;0.892920
h3;h16;0.968699
h3;h17;0.824045
h3;h18;0.311472
h3;h19;0.188752
h3;h20;0.232587
h3;h21;0.433566
h3;h22;0.856714
h3;h23;0.786768
h4;h16;0.098958
h4;h17;0.857268
h4;h18;0.855350
h4;h19;0.106386
h4;h20;0.123390
h4;h21;0.552005
h4;h22;0.730624
h4;h23;0.056691
h5;h16;0.667512
h5;h17;0.405507
h5;h18;0.754230
h5;h19;0.617081
h5;h20;0.608606
h5;h21;0.792711
h5;h22;0.085412
h5;h23;0.841303
h6;h16;0.923481
h6;h17;0.120961
h6;h18;0.560524
h6;h19;0.102814
h6;h20;0.514133
h6;h21;0.689653
h6;h22;0.280670
h6;h23;0.985723
h7;h16;0.220314
h7;h17;0.283165
h7;h18;0.026339
h7;h19;0.096657
h7;h20;0.461343
h7;h21;0.777558
h7;h22;0.285605
h7;h23;0.605928
h0;h24;0.510962
h0;h25;0.135154
h0;h26;0.028890
h0;h27;0.654669
h0;h28;0.069721
h0;h29;0.906121
h0;h30;0.740462
h0;h31;0.182610
h1;h24;0.076869
h1;h25;0.229808
h1;h26;0.523148
h1;h27;0.156624
h1;h28;0.541401
h1;h29;0.599132
h1;h30;0.100077
h1;h31;0.793269
h2;h24;0.440204
h2;h25;0.202677
h2;h26;0.387333
h2;h27;0.836270
h2;h28;0.282172
h2;h29;0.180290
h2;h30;0.529940
h2;h31;0.119961
h3;h24;0.105419
h3;h25;0.827216
h3;h26;0.669189
h3;h27;0.394454
h3;h28;0.497794
h3;h29;0.457214
h3;h30;0.499747
h3;h31;0.903204
h4;h24;0.869830
h4;h25;0.076154
h4;h26;0.092568
h4;h27;0.465586
h4;h28;0.974399
h4;h29;0.899752
h4;h30;0.135844
h4;h31;0.304831
h5;h24;0.653883
h5;h25;0.506490
h5;h26;0.563407
h5;h27;0.035089
h5;h28;0.086876
h5;h29;0.653685
h5;h30;0.485977
h5;h31;0.524703
h6;h24;0.577446
h6;h25;0.590004
h6;h26;0.678582
h6;h27;0.057256
h6;h28;0.916733
h6;h29;0.556360
h6;h30;0.681398
h6;h31;0.427275
h7;h24;0.186542
h7;h25;0.207095
h7;h26;0.931201
h7;h27;0.845583
h7;h28;0.815705
h7;h29;0.164158
h7;h30;0.504076
h7;h31;0.415753
h8;h16;0.446272
h8;h17;0.432734
h8;h18;0.881706
h8;h19;0.572310
h8;h20;0.619972
h8;h21;0.187962
h8;h22;0.411788
h8;h23;0.294996
h9;h16;0.062366
h9;h17;0.175909
h9;h18;0.867453
h9;h19;0.318589
h9;h20;0.850125
h9;h21;0.856303
h9;h22;0.493664
h9;h23;0.116936
h10;h16;0.579923
h10;h17;0.866516
h10;h18;0.108408
h10;h19;0.267701
h10;h20;0.164492
h10;h21;0.378460
h10;h22;0.476899
h10;h23;0.860423
h11;h16;0.046027
h11;h17;0.885290
h11;h18;0.034248
h11;h19;0.392743
h11;h20;0.963468
h11;h21;0.645860
h11;h22;0.073432
h11;h23;0.546718
h12;h16;0.722832
h12;h17;0.755594
h12;h18;0.387006
h12;h19;0.295773
h12;h20;0.916825
h12;h21;0.008914
h12;h22;0.141177
h12;h23;0.576469
h13;h16;0.336572
h13;h17;0.304376
h13;h18;0.265368
h13;h19;0.699186
h13;h20;0.938574
h13;h21;0.483228
h13;h22;0.361990
h13;h23;0.046625
h14;h16;0.702327
h14;h17;0.511179
h14;h18;0.533763
h14;h19;0.242957
h14;h20;0.254197
h14;h21;0.062043
h14;h22;0.093731
h14;h23;0.078189
h15;h16;0.455346
h15;h17;0.101286
h15;h18;0.647497
h15;h19;0.582961
h15;h20;0.611526
h15;h21;0.876250
h15;h22;0.570590
h15;h23;0.967365
h8;h24;0.944712
h8;h25;0.206838
h8;h26;0.560665
h8;h27;0.243645
h8;h28;0.245730
h8;h29;0.146468
h8;h30;0.768604
h8;h31;0.377807
h9;h24;0.664710
h9;h25;0.570825
h9;h26;0.165995
h9;h27;0.604259
h9;h28;0.018632
h9;h29;0.490761
h9;h30;0.992619
h9;h31;0.695730
h10;h24;0.068820
h10;h25;0.241522
h10;h26;0.374012
h10;h27;0.683276
h10;h28;0.977865
h10;h29;0.384800
h10;h30;0.277201
h10;h31;0.585940
h11;h24;0.055983
h11;h25;0.830861
h11;h26;0.916028
h11;h27;0.985015
h11;h28;0.501356
h11;h29;0.411456
h11;h30;0.835181
h11;h31;0.776988
h12;h24;0.612530
h12;h25;0.428842
h12;h26;0.896016
h12;h27;0.671329
h12;h28;0.445964
h12;h29;0.637827
h12;h30;0.038767
h12;h31;0.604410
h13;h24;0.319152
h13;h25;0.546936
h13;h26;0.172167
h13;h27;0.719107
h13;h28;0.387720
h13;h29;0.991255
h13;h30;0.977037
h13;h31;0.703657
h14;h24;0.359440
h14;h25;0.527815
h14;h26;0.064534
h14;h27;0.531046
h14;h28;0.206532
h14;h29;0.802504
h14;h30;0.692287
h14;h31;0.656621
h15;h24;0.841688
h15;h25;0.400203
h15;h26;0.993889
h15;h27;0.319449
h15;h28;0.838062
h15;h29;0.308990
h15;h30;0.899691
h15;h31;0.346194
h16;h24;0.999519
h16;h25;0.499043
h16;h26;0.341110
h16;h27;0.106898
h16;h28;0.803389
h16;h29;0.098748
h16;h30;0.336897
h16;h31;0.349746
h17;h24;0.593900
h17;h25;0.483013
h17;h26;0.004977
h17;h27;0.434871
h17;h28;0.904227
h17;h29;0.904627
h17;h30;0.636535
h17;h31;0.262954
h18;h24;0.680816
h18;h25;0.290107
h18;h26;0.688789
h18;h27;0.816145
h18;h28;0.868323
h18;h29;0.645484
h18;h30;0.794617
h18;h31;0.376429
h19;h24;0.605781
h19;h25;0.748697
h19;h26;0.256196
h19;h27;0.809295
h19;h28;0.663961
h19;h29;0.839251
h19;h30;0.811261
h19;h31;0.684589
h20;h24;0.682580
h20;h25;0.069334
h20;h26;0.969035
h20;h27;0.275157
h20;h28;0.438022
h20;h29;0.989476
h20;h30;0.813579
h20;h31;0.074249
h21;h24;0.687502
h21;h25;0.888513
h21;h26;0.328941
h21;h27;0.918850
h21;h28;0.250376
h21;h29;0.089650
h21;h30;0.764556
h21;h31;0.413431
h22;h24;0.949240
h22;h25;0.182547
h22;h26;0.025910
h22;h27;0.051493
h22;h28;0.844528
h22;h29;0.277331
h22;h30;0.407828
h22;h31;0.710447
h23;h24;0.635583
h23;h25;0.398969
h23;h26;0.694209
h23;h27;0.339517
h23;h28;0.366280
h23;h29;0.417395
h23;h30;0.903799
h23;h31;0.684574
